rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,targetDt,year
6,6,1,OLD,20228313,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,83773070,3.1,8015610,10.6,11644115346,11359,1168,11.5,1137374,125,245,20231119,2023
7,7,-1,OLD,20200622,소년들,2023-11-01,92735315,3.4,-15753236,-14.5,4303755719,10765,-1807,-14.4,452312,567,923,20231119,2023
8,8,0,OLD,20234293,이빨요정 비올레타: 요정나라로 돌아갈래!,2023-11-18,82666000,3.0,-805600,-1.0,173242600,9722,-269,-2.7,20728,298,493,20231119,2023
9,9,0,OLD,20081056,다크 나이트,2008-08-06,54924096,2.0,-24098638,-30.5,28573761199,5357,-2342,-30.4,4266806,227,308,20231119,2023
10,10,0,OLD,20234666,톡 투 미,2023-11-01,40030040,1.5,-10983937,-21.5,1661107262,4989,-1288,-20.5,173374,253,366,20231119,2023
1,1,0,OLD,20235030,프레디의 피자가게,2023-11-15,1020115709,31.3,643313866,170.7,2406414448,102613,64524,169.4,248489,1013,3100,20231118,2023
2,2,0,OLD,20235034,더 마블스,2023-11-08,381391300,11.7,152516741,66.6,6000356100,38479,14522,60.6,602051,955,2827,20231118,2023
3,3,0,OLD,20234664,그대들은 어떻게 살 것인가,2023-10-25,354176011,10.9,130316459,58.2,18092327297,36034,12787,55.0,1851381,748,2166,20231118,2023
4,4,0,OLD,20234797,헝거게임: 노래하는 새와 뱀의 발라드,2023-11-15,346504688,10.6,134447067,63.4,934292515,34043,12812,60.3,94055,906,2482,20231118,2023
5,5,1,OLD,20228819,30일,2023-10-03,134651861,4.1,59154652,78.4,20923346013,13854,5688,69.7,2129627,467,784,20231118,2023
6,6,-1,OLD,20200622,소년들,2023-11-01,108488551,3.3,27943127,34.7,4211020404,12572,2674,27.0,441547,593,978,20231118,2023
7,7,2,OLD,20228313,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,75757460,2.3,40006740,111.9,11560342276,10191,5347,110.4,1126015,127,252,20231118,2023
8,8,0,NEW,20234293,이빨요정 비올레타: 요정나라로 돌아갈래!,2023-11-18,83471600,2.6,83471600,100.0,90576600,9991,9991,100.0,11006,287,489,20231118,2023
9,9,-2,OLD,20081056,다크 나이트,2008-08-06,79022734,2.4,24187103,44.1,28518837103,7699,2303,42.7,4261449,232,327,20231118,2023
10,10,0,OLD,20234666,톡 투 미,2023-11-01,51013977,1.6,19350114,61.1,1621077222,6277,2194,53.7,168385,264,398,20231118,2023
1,1,0,OLD,20235030,프레디의 피자가게,2023-11-15,376801843,21.6,-165618798,-30.5,1386298739,38089,-20890,-35.4,145876,923,2483,20231117,2023
2,2,0,OLD,20235034,더 마블스,2023-11-08,228874559,13.1,26329265,13.0,5618964800,23957,1464,6.5,563572,969,2688,20231117,2023
3,3,0,OLD,20234664,그대들은 어떻게 살 것인가,2023-10-25,223859552,12.9,48967328,28.0,17738151286,23247,4032,21.0,1815347,717,2039,20231117,2023
4,4,0,OLD,20234797,헝거게임: 노래하는 새와 뱀의 발라드,2023-11-15,212057621,12.2,60085085,39.5,587787827,21231,5415,34.2,60012,944,2435,20231117,2023
5,5,0,OLD,20200622,소년들,2023-11-01,80545424,4.6,22697123,39.2,4102531853,9898,2745,38.4,428975,608,1003,20231117,2023
6,6,0,OLD,20228819,30일,2023-10-03,75497209,4.3,13633459,22.0,20788694152,8166,1161,16.6,2115773,447,725,20231117,2023
7,7,1,OLD,20081056,다크 나이트,2008-08-06,54835631,3.1,6450877,13.3,28439814369,5396,171,3.3,4253750,221,310,20231117,2023
8,8,2,OLD,20217425,더 와일드: 야수들의 전쟁,2023-11-15,42339900,2.4,2664800,6.7,139556900,5151,545,11.8,16623,232,497,20231117,2023
9,9,-2,OLD,20228313,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,35750720,2.1,-9152850,-20.4,11484584816,4844,-1432,-22.8,1115824,98,142,20231117,2023
10,10,1,OLD,20234666,톡 투 미,2023-11-01,31663863,1.8,1023912,3.3,1570063245,4083,-74,-1.8,162108,252,370,20231117,2023
1,1,0,OLD,20235030,프레디의 피자가게,2023-11-15,542420641,30.5,77567386,16.7,1009496896,58979,10418,21.5,107787,918,2407,20231116,2023
2,2,1,OLD,20235034,더 마블스,2023-11-08,202545294,11.4,5384993,2.7,5390090241,22493,1176,5.5,539615,965,2550,20231116,2023
3,3,1,OLD,20234664,그대들은 어떻게 살 것인가,2023-10-25,174892224,9.8,18852428,12.1,17514291734,19215,2490,14.9,1792100,701,1966,20231116,2023
4,4,-2,OLD,20234797,헝거게임: 노래하는 새와 뱀의 발라드,2023-11-15,151972536,8.6,-65921134,-30.3,375730206,15816,-6603,-29.5,38781,949,2378,20231116,2023
5,5,1,OLD,20200622,소년들,2023-11-01,57848301,3.3,-4159793,-6.7,4021986429,7153,-427,-5.6,419077,564,955,20231116,2023
6,6,2,OLD,20228819,30일,2023-10-03,61863750,3.5,10039776,19.4,20713196943,7005,1411,25.2,2107607,425,685,20231116,2023
7,7,5,OLD,20228313,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,44903570,2.5,16443980,57.8,11448834096,6276,2394,61.7,1110980,80,122,20231116,2023
8,8,-3,OLD,20081056,다크 나이트,2008-08-06,48384754,2.7,-79788190,-62.3,28384978738,5225,-9544,-64.6,4248354,228,308,20231116,2023
9,9,-2,OLD,20235004,여귀교- 저주를 부르는 게임,2023-11-15,43332826,2.4,-10674129,-19.8,101713781,4841,-1107,-18.6,11275,401,729,20231116,2023
10,10,-1,OLD,20217425,더 와일드: 야수들의 전쟁,2023-11-15,39675100,2.2,-7310800,-15.6,97217000,4606,-886,-16.1,11472,214,499,20231116,2023
1,1,0,NEW,20235030,프레디의 피자가게,2023-11-15,464853255,26.3,464853255,100.0,467076255,48561,48561,100.0,48808,679,1885,20231115,2023
2,2,23,OLD,20234797,헝거게임: 노래하는 새와 뱀의 발라드,2023-11-15,217893670,12.3,216084670,11945.0,223757670,22419,22218,11053.7,22965,986,2657,20231115,2023
3,3,-2,OLD,20235034,더 마블스,2023-11-08,197160301,11.1,-30133556,-13.3,5187544947,21317,-2040,-8.7,517122,960,2664,20231115,2023
4,4,-2,OLD,20234664,그대들은 어떻게 살 것인가,2023-10-25,156039796,8.8,34423005,28.3,17339399510,16725,4123,32.7,1772885,668,1868,20231115,2023
5,5,0,NEW,20081056,다크 나이트,2008-08-06,128172944,7.2,128172944,100.0,28336593984,14769,14769,100.0,4243129,246,346,20231115,2023
6,6,-3,OLD,20200622,소년들,2023-11-01,62008094,3.5,-23769452,-27.7,3964138128,7580,-1488,-16.4,411924,553,928,20231115,2023
7,7,0,NEW,20235004,여귀교- 저주를 부르는 게임,2023-11-15,54006955,3.1,54006955,100.0,58380955,5948,5948,100.0,6434,401,728,20231115,2023
8,8,-3,OLD,20228819,30일,2023-10-03,51823974,2.9,-9501027,-15.5,20651333193,5594,-1184,-17.5,2100602,388,617,20231115,2023
9,9,25,OLD,20217425,더 와일드: 야수들의 전쟁,2023-11-15,46985900,2.7,45109900,2404.6,57541900,5492,5358,3998.5,6866,221,527,20231115,2023
10,10,0,NEW,20235631,비투비 타임 : 비투게더 더 무비,2023-11-15,90509500,5.1,90509500,100.0,90509500,4526,4526,100.0,4526,32,52,20231115,2023
1,1,0,OLD,20235034,더 마블스,2023-11-08,227293857,30.4,-24158806,-9.6,4990384646,23357,-2208,-8.6,495805,1300,4769,20231114,2023
2,2,0,OLD,20234664,그대들은 어떻게 살 것인가,2023-10-25,121616791,16.3,-14038185,-10.3,17183359714,12602,-1423,-10.1,1756160,824,2404,20231114,2023
3,3,0,OLD,20200622,소년들,2023-11-01,85777546,11.5,-9829413,-10.3,3902130034,9068,-1006,-10.0,404344,666,1586,20231114,2023
4,4,0,OLD,20225894,뉴 노멀,2023-11-08,65168036,8.7,10031778,18.2,730709402,7077,1165,19.7,74944,480,1057,20231114,2023
5,5,0,OLD,20228819,30일,2023-10-03,61325001,8.2,6032802,10.9,20599509219,6778,1033,18.0,2095008,564,1068,20231114,2023
6,6,0,OLD,20234666,톡 투 미,2023-11-01,30269637,4.0,-1318157,-4.2,1480984409,3230,40,1.3,150416,346,536,20231114,2023
7,7,0,OLD,20212866,서울의 봄,2023-11-22,27081000,3.6,-387000,-1.4,106929000,3009,-43,-1.4,11797,13,13,20231114,2023
8,8,2,OLD,20233178,블루 자이언트,2023-10-18,9063400,1.2,1095278,13.7,997432613,1033,146,16.5,102656,101,135,20231114,2023
9,9,4,OLD,20228210,괴인,2023-11-08,5990250,0.8,1425450,31.2,75451768,825,258,45.5,9721,75,103,20231114,2023
10,10,2,OLD,20224517,용감한 시민,2023-10-25,6763446,0.9,969677,16.7,2415408702,824,197,31.4,263384,164,206,20231114,2023
1,1,0,OLD,20235034,더 마블스,2023-11-08,251452663,33.3,-810382884,-76.3,4763090789,25565,-78287,-75.4,472448,1297,5117,20231113,2023
2,2,0,OLD,20234664,그대들은 어떻게 살 것인가,2023-10-25,135654976,18.0,-392621562,-74.3,17061742923,14025,-38542,-73.3,1743558,829,2505,20231113,2023
3,3,0,OLD,20200622,소년들,2023-11-01,95606959,12.7,-174173069,-64.6,3816352488,10074,-17092,-62.9,395276,644,1601,20231113,2023
4,4,1,OLD,20225894,뉴 노멀,2023-11-08,55136258,7.3,-81371166,-59.6,665541366,5912,-7441,-55.7,67867,474,1010,20231113,2023
5,5,-1,OLD,20228819,30일,2023-10-03,55292199,7.3,-139452990,-71.6,20538184218,5745,-13442,-70.1,2088230,546,1041,20231113,2023
6,6,0,OLD,20234666,톡 투 미,2023-11-01,31587794,4.2,-77589249,-71.1,1450714772,3190,-7574,-70.4,147186,337,515,20231113,2023
7,7,0,NEW,20212866,서울의 봄,2023-11-22,27468000,3.6,27468000,100.0,79848000,3052,3052,100.0,8788,15,15,20231113,2023
8,8,7,OLD,20197122,1947 보스톤,2023-09-27,10237060,1.4,4261360,71.3,9360399398,1520,576,61.0,1012420,80,85,20231113,2023
9,9,0,NEW,20230966,사채소년,2023-11-22,8589000,1.1,8589000,100.0,9457000,1227,1227,100.0,1351,5,6,20231113,2023
10,10,-2,OLD,20233178,블루 자이언트,2023-10-18,7968122,1.1,-18414627,-69.8,988369213,887,-2045,-69.7,101623,98,123,20231113,2023
1,1,0,OLD,20235034,더 마블스,2023-11-08,1061835547,40.8,-309291986,-22.6,4511638126,103852,-29026,-21.8,446883,1437,7070,20231112,2023
2,2,0,OLD,20234664,그대들은 어떻게 살 것인가,2023-10-25,528276538,20.3,-159588984,-23.2,16926087947,52567,-15831,-23.1,1729533,936,3345,20231112,2023
3,3,0,OLD,20200622,소년들,2023-11-01,269780028,10.4,-23417900,-8.0,3720745529,27166,-2543,-8.6,385202,733,1865,20231112,2023
4,4,0,OLD,20228819,30일,2023-10-03,194745189,7.5,-31621260,-14.0,20482892019,19187,-3053,-13.7,2082485,614,1216,20231112,2023
5,5,0,OLD,20225894,뉴 노멀,2023-11-08,136507424,5.3,-6356926,-4.4,610405108,13353,-607,-4.3,61955,546,1172,20231112,2023
6,6,0,OLD,20234666,톡 투 미,2023-11-01,109177043,4.2,-27725510,-20.3,1419126978,10764,-2751,-20.4,143996,399,659,20231112,2023
7,7,1,OLD,20234253,퍼피 구조대: 더 마이티 무비,2023-10-06,28392902,1.1,5386014,23.4,1519160747,3379,623,22.6,166362,137,173,20231112,2023
8,8,-1,OLD,20233178,블루 자이언트,2023-10-18,26382749,1.0,-8523282,-24.4,980401091,2932,-745,-20.3,100736,111,147,20231112,2023
9,9,0,OLD,20235459,테일러 스위프트 디 에라스 투어,2023-11-03,52747500,2.0,-14176000,-21.2,565695000,2110,-567,-21.2,20451,45,45,20231112,2023
10,10,0,OLD,20232894,플라워 킬링 문,2023-10-19,16865962,0.6,-3573502,-17.5,1529850989,1731,-309,-15.1,161754,113,135,20231112,2023
1,1,0,OLD,20235034,더 마블스,2023-11-08,1371127533,42.3,691731272,101.8,3449802579,132878,65076,96.0,343031,1469,7578,20231111,2023
2,2,0,OLD,20234664,그대들은 어떻게 살 것인가,2023-10-25,687865522,21.2,385889467,127.8,16397811409,68398,37749,123.2,1676966,974,3543,20231111,2023
3,3,0,OLD,20200622,소년들,2023-11-01,293197928,9.0,143473053,95.8,3450965501,29709,14132,90.7,358036,735,1911,20231111,2023
4,4,0,OLD,20228819,30일,2023-10-03,226366449,7.0,131566087,138.8,20288146830,22240,12664,132.2,2063298,609,1237,20231111,2023
5,5,0,OLD,20225894,뉴 노멀,2023-11-08,142864350,4.4,67528751,89.6,473897684,13960,6246,81.0,48602,537,1202,20231111,2023
6,6,0,OLD,20234666,톡 투 미,2023-11-01,136902553,4.2,74835450,120.6,1309949935,13515,7210,114.4,133232,401,671,20231111,2023
7,7,2,OLD,20233178,블루 자이언트,2023-10-18,34906031,1.1,21846603,167.3,954018342,3677,2191,147.4,97804,115,164,20231111,2023
8,8,26,OLD,20234253,퍼피 구조대: 더 마이티 무비,2023-10-06,23006888,0.7,21812688,1826.6,1490767845,2756,2588,1540.5,162983,137,172,20231111,2023
9,9,5,OLD,20235459,테일러 스위프트 디 에라스 투어,2023-11-03,66923500,2.1,41599500,164.3,512947500,2677,1664,164.3,18341,45,45,20231111,2023
10,10,2,OLD,20232894,플라워 킬링 문,2023-10-19,20439464,0.6,9476458,86.4,1512985027,2040,896,78.3,160023,118,138,20231111,2023
1,1,0,OLD,20235034,더 마블스,2023-11-08,679396261,42.1,189095239,38.6,2078675046,67802,17665,35.2,210153,1494,6832,20231110,2023
2,2,0,OLD,20234664,그대들은 어떻게 살 것인가,2023-10-25,301976055,18.7,118034687,64.2,15709945887,30649,11523,60.2,1608568,935,3017,20231110,2023
3,3,0,OLD,20200622,소년들,2023-11-01,149724875,9.3,27078771,22.1,3157767573,15577,2332,17.6,328327,702,1747,20231110,2023
4,4,1,OLD,20228819,30일,2023-10-03,94800362,5.9,29724303,45.7,20061780381,9576,2771,40.7,2041058,593,1079,20231110,2023
5,5,-1,OLD,20225894,뉴 노멀,2023-11-08,75335599,4.7,-7578763,-9.1,331033334,7714,-1137,-12.8,34642,487,1159,20231110,2023
6,6,1,OLD,20234666,톡 투 미,2023-11-01,62067103,3.8,19576351,46.1,1173047382,6305,1552,32.7,119717,403,606,20231110,2023
7,7,18,OLD,20234722,마이 샤이니 월드,2023-11-03,51025000,3.2,42883000,526.7,362767000,2280,1922,536.9,16090,87,131,20231110,2023
8,8,2,OLD,20197122,1947 보스톤,2023-09-27,11313100,0.7,-3363300,-22.9,9337680348,1627,-583,-26.4,1008964,102,106,20231110,2023
9,9,5,OLD,20233178,블루 자이언트,2023-10-18,13059428,0.8,3037040,30.3,919112311,1486,352,31.0,94127,103,139,20231110,2023
10,10,1,OLD,20224517,용감한 시민,2023-10-25,12307746,0.8,-1799811,-12.8,2373559590,1425,-262,-15.5,258736,217,274,20231110,2023
1,1,0,OLD,20235034,더 마블스,2023-11-08,490301022,38.9,-407168741,-45.4,1399278785,50137,-41353,-45.2,142351,1474,6474,20231109,2023
2,2,0,OLD,20234664,그대들은 어떻게 살 것인가,2023-10-25,183941368,14.6,-38192291,-17.2,15407969832,19126,-4238,-18.1,1577919,885,2654,20231109,2023
3,3,1,OLD,20200622,소년들,2023-11-01,122646104,9.7,4678922,4.0,3008042698,13245,665,5.3,312750,725,1684,20231109,2023
4,4,-1,OLD,20225894,뉴 노멀,2023-11-08,82914362,6.6,-40885011,-33.0,255697735,8851,-3939,-30.8,26928,503,1131,20231109,2023
5,5,0,OLD,20228819,30일,2023-10-03,65076059,5.2,-124109,-0.2,19966980019,6805,-6,-0.1,2031482,535,991,20231109,2023
6,6,0,NEW,20212866,서울의 봄,2023-11-22,52380000,4.2,52380000,100.0,52380000,5736,5736,100.0,5736,22,23,20231109,2023
7,7,-1,OLD,20234666,톡 투 미,2023-11-01,42490752,3.4,2940450,7.4,1110980279,4753,675,16.6,113412,357,522,20231109,2023
8,8,67,OLD,20234816,극장판 아이돌리쉬 세븐; 라이브 4비트 비욘드 더 피리어드 - 데이 1,2023-10-19,20167012,1.6,19979012,10627.1,104527808,2743,2721,12368.2,12348,40,40,20231109,2023
9,9,44,OLD,20234938,극장판 아이돌리쉬 세븐; 라이브 4비트 비욘드 더 피리어드 - 데이 2,2023-10-19,19390461,1.5,18810183,3241.6,136136331,2599,2535,3960.9,15886,40,40,20231109,2023
10,10,-3,OLD,20197122,1947 보스톤,2023-09-27,14676400,1.2,-2683100,-15.5,9326367248,2210,-207,-8.6,1007337,112,116,20231109,2023
1,1,16,OLD,20235034,더 마블스,2023-11-08,897469763,54.4,886861763,8360.3,908977763,91490,90866,14561.9,92214,1532,7277,20231108,2023
2,2,-1,OLD,20234664,그대들은 어떻게 살 것인가,2023-10-25,222133659,13.5,-21758813,-8.9,15224028464,23364,-1669,-6.7,1558793,843,2668,20231108,2023
3,3,0,NEW,20225894,뉴 노멀,2023-11-08,123799373,7.5,123799373,100.0,172783373,12790,12790,100.0,18077,507,1222,20231108,2023
4,4,-2,OLD,20200622,소년들,2023-11-01,117967182,7.2,-54061384,-31.4,2885396594,12580,-5827,-31.7,299505,673,1635,20231108,2023
5,5,-2,OLD,20228819,30일,2023-10-03,65200168,4.0,-26090182,-28.6,19901903960,6811,-2902,-29.9,2024677,496,946,20231108,2023
6,6,-2,OLD,20234666,톡 투 미,2023-11-01,39550302,2.4,-37035327,-48.4,1068489527,4078,-4178,-50.6,108659,338,509,20231108,2023
7,7,-1,OLD,20197122,1947 보스톤,2023-09-27,17359500,1.1,-7425700,-30.0,9311690848,2417,-1084,-31.0,1005127,106,111,20231108,2023
8,8,0,NEW,19820019,만추,2011-02-17,17317000,1.0,17317000,100.0,6372519900,1909,1909,100.0,852863,110,157,20231108,2023
9,9,15,OLD,20228210,괴인,2023-11-08,10346258,0.6,6602258,176.3,31959258,1626,1210,290.9,4020,79,112,20231108,2023
10,10,9,OLD,20235044,녹야,2023-11-01,8949600,0.5,4558600,103.8,78827500,1441,880,156.9,9981,54,71,20231108,2023
1,1,0,OLD,20234664,그대들은 어떻게 살 것인가,2023-10-25,243892472,28.3,-32853471,-11.9,15001894805,25033,-3273,-11.6,1535429,1129,3726,20231107,2023
2,2,0,OLD,20200622,소년들,2023-11-01,172028566,20.0,-32592468,-15.9,2767429412,18407,-3096,-14.4,286925,914,2936,20231107,2023
3,3,0,OLD,20228819,30일,2023-10-03,91290350,10.6,-15079518,-14.2,19836703792,9713,-1495,-13.3,2017866,615,1547,20231107,2023
4,4,0,OLD,20234666,톡 투 미,2023-11-01,76585629,8.9,-559862,-0.7,1028939225,8256,53,0.6,104581,539,1282,20231107,2023
5,5,0,OLD,20224517,용감한 시민,2023-10-25,31647786,3.7,-292029,-0.9,2335526614,3547,11,0.3,254280,486,829,20231107,2023
6,6,1,OLD,20197122,1947 보스톤,2023-09-27,24785200,2.9,12705800,105.2,9294331348,3501,1918,121.2,1002710,130,147,20231107,2023
7,7,6,OLD,20234946,원 모어 찬스,2023-11-01,9975000,1.2,5494700,122.6,59479800,1786,1065,147.7,9225,121,189,20231107,2023
8,8,1,OLD,20226270,스즈메의 문단속,2023-03-08,15319000,1.8,3367961,28.2,57072067306,1765,389,28.3,5570424,41,180,20231107,2023
9,9,-3,OLD,20232894,플라워 킬링 문,2023-10-19,15048801,1.7,-2060247,-12.0,1466948443,1631,-206,-11.2,155278,253,318,20231107,2023
10,10,-2,OLD,20233178,블루 자이언트,2023-10-18,13248495,1.5,34588,0.3,886651239,1512,27,1.8,90407,125,151,20231107,2023
1,1,0,OLD,20234664,그대들은 어떻게 살 것인가,2023-10-25,276745943,31.1,-905210264,-76.6,14758002333,28306,-89817,-76.0,1510396,1140,3862,20231106,2023
2,2,0,OLD,20200622,소년들,2023-11-01,204621034,23.0,-414886140,-67.0,2595400846,21503,-40541,-65.3,268518,907,3056,20231106,2023
3,3,0,OLD,20228819,30일,2023-10-03,106369868,12.0,-260153384,-71.0,19745413442,11208,-25173,-69.2,2008153,627,1633,20231106,2023
4,4,0,OLD,20234666,톡 투 미,2023-11-01,77145491,8.7,-160293742,-67.5,952353596,8203,-14651,-64.1,96325,535,1238,20231106,2023
5,5,0,OLD,20224517,용감한 시민,2023-10-25,31939815,3.6,-75719686,-70.3,2303878828,3536,-7837,-68.9,250733,497,924,20231106,2023
6,6,2,OLD,20232894,플라워 킬링 문,2023-10-19,17109048,1.9,-29042576,-62.9,1451899642,1837,-2776,-60.2,153647,255,323,20231106,2023
7,7,9,OLD,20197122,1947 보스톤,2023-09-27,12079400,1.4,-1279400,-9.6,9269546148,1583,-60,-3.7,999209,104,119,20231106,2023
8,8,-1,OLD,20233178,블루 자이언트,2023-10-18,13213907,1.5,-30618328,-69.9,873402744,1485,-3281,-68.8,88895,124,150,20231106,2023
9,9,0,OLD,20226270,스즈메의 문단속,2023-03-08,11951039,1.3,-25864961,-68.4,57056748306,1376,-3106,-69.3,5568659,41,179,20231106,2023
10,10,1,OLD,20199950,조커,2019-10-02,15939129,1.8,-26577028,-62.5,45662734984,1344,-2199,-62.1,5274455,170,264,20231106,2023
1,1,0,OLD,20234664,그대들은 어떻게 살 것인가,2023-10-25,1181956207,37.4,-243589664,-17.1,14481256390,118123,-23917,-16.8,1482090,1343,5036,20231105,2023
2,2,0,OLD,20200622,소년들,2023-11-01,619507174,19.6,-22532708,-3.5,2390779812,62044,-2150,-3.3,247015,990,3513,20231105,2023
3,3,0,OLD,20228819,30일,2023-10-03,366523252,11.6,-9982114,-2.7,19639043574,36381,-918,-2.5,1996945,708,1894,20231105,2023
4,4,0,OLD,20234666,톡 투 미,2023-11-01,237439233,7.5,-21471679,-8.3,875208105,22854,-2376,-9.4,88122,597,1524,20231105,2023
5,5,0,OLD,20224517,용감한 시민,2023-10-25,107659501,3.4,-10631468,-9.0,2271939013,11373,-889,-7.3,247197,630,1263,20231105,2023
6,6,6,OLD,20234253,퍼피 구조대: 더 마이티 무비,2023-10-06,44274302,1.4,13486916,43.8,1459445937,5266,1620,44.4,159052,188,249,20231105,2023
7,7,1,OLD,20233178,블루 자이언트,2023-10-18,43832235,1.4,-1090261,-2.4,860188837,4766,-136,-2.8,87410,139,184,20231105,2023
8,8,-2,OLD,20232894,플라워 킬링 문,2023-10-19,46151624,1.5,-3510818,-7.1,1434790594,4613,-339,-6.8,151810,289,359,20231105,2023
9,9,-2,OLD,20226270,스즈메의 문단속,2023-03-08,37816000,1.2,-3994039,-9.6,57044797267,4482,-454,-9.2,5567283,42,189,20231105,2023
10,10,-1,OLD,20235459,테일러 스위프트 디 에라스 투어,2023-11-03,124692500,4.0,-16966000,-12.0,397500500,4296,-583,-11.9,13723,43,64,20231105,2023
1,1,0,OLD,20234664,그대들은 어떻게 살 것인가,2023-10-25,1425545871,40.5,764782826,115.7,13299300183,142040,75854,114.6,1363967,1334,5228,20231104,2023
2,2,0,OLD,20200622,소년들,2023-11-01,642039882,18.2,303399041,89.6,1771272638,64194,29360,84.3,184971,1009,3655,20231104,2023
3,3,0,OLD,20228819,30일,2023-10-03,376505366,10.7,196911218,109.6,19272520322,37299,18927,103.0,1960564,697,1942,20231104,2023
4,4,0,OLD,20234666,톡 투 미,2023-11-01,258910912,7.4,117478428,83.1,637768872,25230,11345,81.7,65268,590,1593,20231104,2023
5,5,0,OLD,20224517,용감한 시민,2023-10-25,118290969,3.4,51209949,76.3,2164279512,12262,4875,66.0,235824,660,1321,20231104,2023
6,6,2,OLD,20232894,플라워 킬링 문,2023-10-19,49662442,1.4,20145322,68.2,1388638970,4952,1753,54.8,147197,288,367,20231104,2023
7,7,6,OLD,20226270,스즈메의 문단속,2023-03-08,41810039,1.2,27314000,188.4,57006981267,4936,3266,195.6,5562801,41,199,20231104,2023
8,8,2,OLD,20233178,블루 자이언트,2023-10-18,44922496,1.3,23441324,109.1,816356602,4902,2493,103.5,82644,143,178,20231104,2023
9,9,-3,OLD,20235459,테일러 스위프트 디 에라스 투어,2023-11-03,141658500,4.0,10509000,8.0,272808000,4879,331,7.3,9427,46,70,20231104,2023
10,10,-1,OLD,20234722,마이 샤이니 월드,2023-11-03,97711000,2.8,27624000,39.4,187118000,4335,1206,38.5,8304,118,262,20231104,2023
